subgraph id = 74
Nreal : 1544
=================================
Full list of 1544 members:

1	3	2	
1	17	10	
1	27	19	
1	32	2	
1	44	36	
1	44	38	
1	46	19	
1	49	10	
2	17	10	
2	27	23	
2	41	30	
2	44	36	
2	44	38	
2	49	10	
3	17	16	
3	19	11	
3	40	36	
3	40	38	
3	41	16	
3	44	36	
3	44	38	
3	51	6	
3	52	11	
3	57	50	
3	58	50	
4	19	10	
4	19	11	
4	19	17	
4	27	16	
4	27	18	
4	27	23	
4	33	32	
4	34	18	
4	40	36	
4	40	38	
4	44	18	
4	44	36	
4	44	38	
4	51	6	
4	51	10	
4	52	10	
4	52	11	
4	53	10	
4	57	50	
4	58	10	
4	58	50	
5	19	10	
5	19	11	
5	19	17	
5	27	16	
5	27	18	
5	27	23	
5	33	32	
5	34	18	
5	36	6	
5	40	38	
5	44	18	
5	44	38	
5	51	6	
5	51	10	
5	52	10	
5	52	11	
5	53	10	
5	57	50	
5	58	10	
5	58	50	
6	18	17	
6	27	16	
6	27	19	
6	27	23	
6	34	33	
6	52	10	
6	52	11	
6	53	10	
6	53	46	
6	58	10	
6	58	46	
7	18	17	
7	19	10	
7	19	11	
7	19	17	
7	27	16	
7	27	23	
7	34	33	
7	38	16	
7	38	23	
7	38	25	
7	38	37	
7	51	10	
7	52	10	
7	52	11	
7	53	10	
7	53	46	
7	58	10	
7	58	46	
7	58	50	
7	58	57	
7	59	57	
8	17	10	
8	27	19	
8	27	23	
8	46	19	
8	49	10	
9	17	10	
9	27	19	
9	27	23	
9	41	30	
9	46	19	
9	49	10	
9	50	10	
10	27	23	
10	33	32	
10	41	30	
10	44	36	
10	44	38	
11	27	16	
11	27	23	
11	33	32	
11	44	36	
11	44	38	
11	58	50	
11	58	57	
12	17	16	
12	27	16	
12	27	18	
12	27	23	
12	34	18	
12	34	33	
12	44	18	
12	44	36	
12	44	38	
12	58	50	
12	58	57	
12	59	57	
13	19	17	
13	27	16	
13	27	18	
13	27	23	
13	34	18	
13	34	33	
13	40	38	
13	44	18	
13	44	38	
13	53	46	
13	58	46	
13	58	50	
13	58	57	
13	59	57	
14	19	17	
14	27	16	
14	27	18	
14	27	23	
14	34	18	
14	34	33	
14	40	38	
14	44	18	
14	44	38	
14	53	46	
14	58	46	
14	58	50	
14	58	57	
15	27	18	
15	27	19	
15	27	23	
15	33	32	
15	34	18	
15	38	23	
15	38	25	
15	38	36	
15	38	37	
15	41	30	
15	44	18	
15	44	36	
15	46	19	
15	57	50	
15	58	50	
15	58	51	
15	64	18	
15	64	50	
15	64	51	
15	64	52	
15	64	54	
15	64	59	
16	33	32	
16	44	36	
16	46	19	
16	54	51	
16	58	51	
16	58	57	
16	64	51	
16	64	52	
16	64	57	
16	64	59	
17	27	23	
17	34	33	
17	38	23	
17	38	25	
17	38	36	
17	38	37	
17	44	36	
17	58	57	
17	64	52	
17	64	57	
17	64	59	
18	54	49	
18	58	57	
19	44	36	
19	44	38	
19	54	49	
19	54	50	
19	54	51	
19	58	50	
19	58	51	
19	58	57	
19	64	38	
19	64	50	
19	64	51	
19	64	57	
19	64	59	
20	27	23	
20	44	38	
20	58	50	
20	58	51	
20	58	57	
20	64	38	
20	64	50	
20	64	51	
20	64	54	
20	64	57	
20	64	59	
21	27	23	
21	34	33	
21	42	40	
21	44	38	
21	54	49	
21	54	50	
21	54	51	
21	59	57	
21	59	58	
21	64	38	
21	64	50	
21	64	51	
21	64	57	
21	64	58	
22	38	36	
22	40	36	
22	41	30	
22	43	30	
22	44	36	
22	58	50	
22	58	51	
22	58	57	
23	34	33	
23	40	36	
23	44	36	
23	58	46	
23	58	50	
23	58	57	
24	34	33	
24	38	36	
24	40	36	
24	44	36	
24	58	46	
24	58	50	
24	58	57	
25	40	36	
25	44	36	
26	38	36	
26	40	36	
26	44	36	
26	58	50	
26	58	51	
26	58	57	
28	34	33	
28	38	37	
28	53	46	
28	57	50	
28	58	46	
28	58	50	
28	59	52	
29	34	33	
29	38	37	
29	58	46	
29	58	50	
29	58	57	
30	38	36	
30	40	36	
30	44	36	
31	38	36	
31	40	36	
31	44	36	
32	40	36	
32	40	38	
32	44	36	
32	44	38	
33	38	36	
33	38	37	
33	40	36	
33	44	36	
33	58	50	
33	58	57	
33	59	52	
33	59	57	
34	58	50	
34	58	57	
34	59	52	
34	59	57	
35	38	36	
35	38	37	
35	40	36	
35	44	36	
35	57	50	
35	58	50	
36	57	50	
36	58	50	
37	57	50	
37	58	46	
37	58	50	
37	59	52	
38	58	46	
38	58	50	
38	58	57	
38	59	57	
40	53	46	
40	58	46	
40	58	50	
40	58	57	
40	59	52	
40	59	57	
42	58	50	
42	58	57	
42	59	57	
43	64	50	
43	64	51	
43	64	52	
43	64	54	
43	64	57	
43	64	58	
43	64	59	
44	58	50	
44	58	57	
44	59	52	
44	59	57	
45	57	50	
45	58	50	
45	58	51	
45	64	50	
45	64	51	
45	64	52	
45	64	54	
45	64	59	
47	57	50	
47	58	50	
47	58	51	
47	59	52	
47	64	50	
47	64	51	
47	64	52	
47	64	54	
48	59	52	
48	64	52	
48	64	54	
49	58	51	
49	64	51	
49	64	52	
49	64	59	
53	58	57	
53	59	57	
53	64	54	
53	64	57	
54	59	58	
1	16	38	
1	17	19	
1	17	50	
1	18	64	
1	27	37	
1	27	38	
1	27	40	
1	27	51	
1	27	53	
1	27	57	
1	27	59	
1	34	38	
1	34	40	
1	46	53	
1	46	58	
1	46	64	
1	49	54	
2	16	38	
2	27	37	
2	27	38	
2	27	40	
2	27	57	
2	34	38	
2	34	40	
3	17	49	
3	17	50	
3	18	64	
3	40	42	
3	46	64	
3	51	54	
3	51	64	
3	52	64	
3	57	64	
3	58	64	
3	59	64	
4	27	32	
4	27	37	
4	27	38	
4	27	41	
4	33	41	
4	34	38	
4	40	42	
4	46	64	
4	51	54	
4	51	64	
4	52	64	
4	57	64	
4	58	64	
4	59	64	
5	27	32	
5	27	37	
5	27	38	
5	27	41	
5	33	41	
5	34	38	
5	36	38	
5	40	42	
5	46	64	
5	51	54	
5	51	64	
5	52	64	
5	57	64	
5	58	64	
5	59	64	
6	27	32	
6	27	33	
6	27	41	
6	27	46	
6	40	42	
7	18	64	
7	19	46	
7	27	32	
7	27	33	
7	27	37	
7	27	41	
7	27	46	
7	27	57	
7	38	64	
7	51	54	
7	51	64	
7	52	64	
7	58	64	
7	59	64	
8	16	38	
8	17	19	
8	17	50	
8	18	44	
8	18	64	
8	27	37	
8	27	38	
8	27	40	
8	27	51	
8	27	53	
8	27	57	
8	27	59	
8	30	39	
8	30	43	
8	34	38	
8	34	40	
8	46	53	
8	46	58	
8	46	64	
8	49	54	
9	16	38	
9	17	19	
9	18	44	
9	18	64	
9	27	37	
9	27	38	
9	27	40	
9	27	51	
9	27	53	
9	27	57	
9	27	59	
9	34	38	
9	34	40	
9	46	53	
9	46	58	
9	46	64	
9	49	54	
9	50	54	
9	50	57	
9	50	58	
9	50	64	
10	27	32	
10	27	37	
10	27	38	
10	27	40	
10	27	59	
10	34	38	
10	34	40	
11	27	32	
11	27	37	
11	27	38	
11	27	40	
11	27	41	
11	27	57	
11	27	59	
11	33	41	
11	34	38	
11	34	40	
11	46	64	
11	51	54	
11	51	64	
11	58	59	
11	58	64	
12	17	18	
12	17	49	
12	17	50	
12	27	32	
12	27	33	
12	27	37	
12	27	38	
12	27	40	
12	27	41	
12	27	57	
12	34	38	
12	34	40	
12	46	64	
12	51	54	
12	51	64	
12	52	64	
12	58	64	
12	59	64	
13	19	46	
13	27	32	
13	27	33	
13	27	37	
13	27	38	
13	27	41	
13	27	46	
13	27	57	
13	34	38	
13	36	38	
13	40	42	
13	51	54	
13	51	64	
13	52	64	
13	58	64	
13	59	64	
14	19	46	
14	27	32	
14	27	33	
14	27	37	
14	27	38	
14	27	41	
14	27	46	
14	27	57	
14	27	59	
14	34	38	
14	36	38	
14	51	54	
14	51	64	
14	52	59	
14	52	64	
14	58	59	
14	58	64	
15	17	18	
15	17	19	
15	17	50	
15	27	32	
15	27	37	
15	27	40	
15	27	51	
15	27	53	
15	27	59	
15	34	40	
15	38	40	
15	46	53	
15	49	54	
15	57	59	
15	58	59	
16	34	40	
16	46	53	
16	50	57	
16	54	60	
16	58	59	
17	27	32	
17	27	33	
17	27	37	
17	27	40	
17	27	53	
17	27	57	
17	27	59	
17	34	40	
17	38	40	
17	46	53	
17	54	60	
17	58	59	
18	50	57	
18	52	59	
18	54	60	
18	58	59	
19	52	59	
19	54	60	
19	58	59	
20	27	32	
20	27	33	
20	27	34	
20	27	37	
20	27	38	
20	27	40	
20	27	41	
20	27	51	
20	27	57	
20	27	59	
20	36	38	
20	36	40	
20	52	59	
20	58	59	
21	27	32	
21	27	33	
21	27	37	
21	27	38	
21	27	40	
21	27	41	
21	27	51	
21	27	57	
21	34	38	
21	34	40	
21	36	38	
21	36	40	
21	54	60	
22	27	51	
22	27	53	
22	27	57	
22	27	59	
22	38	64	
22	40	42	
22	46	53	
22	46	64	
22	58	59	
22	58	64	
23	32	33	
23	40	42	
23	51	54	
23	51	64	
23	58	59	
23	58	64	
24	27	33	
24	27	41	
24	27	46	
24	27	53	
24	27	57	
24	27	59	
24	32	33	
24	38	64	
24	40	42	
24	51	54	
24	51	64	
24	58	59	
24	58	64	
25	27	46	
25	27	51	
25	27	53	
25	27	57	
25	27	59	
25	40	42	
26	27	51	
26	27	53	
26	27	57	
26	27	59	
26	38	64	
26	40	42	
26	46	53	
26	46	64	
26	58	59	
26	58	64	
27	58	64	
28	32	33	
28	38	64	
28	40	42	
28	51	54	
28	51	64	
28	57	64	
28	58	64	
28	59	64	
29	32	33	
29	38	64	
29	40	42	
29	51	54	
29	51	64	
29	58	59	
29	58	64	
30	38	64	
30	40	42	
30	46	53	
30	46	58	
30	46	64	
30	49	54	
31	38	64	
31	40	42	
31	46	53	
31	46	58	
31	46	64	
31	49	54	
31	51	54	
31	51	58	
31	51	64	
32	34	38	
32	40	42	
32	46	53	
32	46	58	
32	46	64	
32	51	54	
32	51	58	
32	51	64	
33	38	64	
33	40	42	
33	46	53	
33	46	64	
33	51	54	
33	51	64	
33	58	64	
33	59	64	
34	46	64	
34	51	54	
34	51	64	
34	58	64	
34	59	64	
35	38	64	
35	40	42	
35	46	64	
35	51	54	
35	51	64	
35	52	64	
35	57	64	
35	58	64	
35	59	64	
36	51	54	
36	51	64	
36	52	64	
36	57	64	
36	58	64	
36	59	64	
37	40	42	
37	51	54	
37	51	64	
37	57	64	
37	58	64	
37	59	64	
38	51	54	
39	46	53	
39	46	58	
39	46	64	
40	51	54	
41	46	53	
41	46	58	
41	49	54	
42	51	54	
43	46	53	
43	46	58	
43	49	54	
44	51	54	
44	51	64	
44	58	64	
44	59	64	
45	46	53	
45	49	54	
45	57	59	
45	58	59	
47	49	54	
48	49	54	
48	50	54	
48	51	54	
49	57	59	
49	58	59	
54	57	58	
45	30	1	
10	3	2	
22	3	2	
23	3	2	
24	3	2	
25	3	2	
26	3	2	
30	3	2	
31	3	2	
37	32	2	
55	51	2	
56	51	2	
57	51	2	
60	51	2	
61	51	2	
28	27	3	
29	27	3	
35	27	3	
36	27	3	
39	27	3	
42	27	3	
43	27	3	
45	27	3	
47	27	3	
48	27	3	
49	27	3	
50	27	3	
54	27	3	
55	27	3	
56	27	3	
37	32	3	
35	33	3	
43	33	3	
35	34	3	
36	34	3	
37	34	3	
39	34	3	
43	34	3	
45	34	3	
47	34	3	
42	36	6	
46	36	6	
55	51	6	
56	51	6	
60	51	6	
61	51	6	
63	51	6	
39	17	10	
43	17	10	
45	17	10	
47	17	10	
48	17	10	
20	19	10	
23	19	10	
42	19	10	
56	50	10	
59	50	10	
60	50	10	
61	50	10	
62	50	10	
63	50	10	
55	51	10	
56	51	10	
59	51	10	
60	51	10	
61	51	10	
62	51	10	
63	51	10	
56	52	10	
60	52	10	
61	52	10	
62	52	10	
63	52	10	
60	58	10	
61	58	10	
62	58	10	
63	58	10	
20	19	11	
21	19	11	
23	19	11	
42	19	11	
56	52	11	
57	52	11	
60	52	11	
61	52	11	
62	52	11	
63	52	11	
47	17	16	
48	17	16	
51	17	16	
35	27	16	
36	27	16	
42	27	16	
47	27	16	
48	27	16	
52	27	16	
55	27	16	
56	27	16	
47	38	16	
48	38	16	
56	38	16	
60	38	16	
47	41	16	
32	18	17	
33	18	17	
35	18	17	
36	18	17	
40	18	17	
42	18	17	
20	19	17	
21	19	17	
23	19	17	
42	19	17	
52	50	17	
53	50	17	
56	50	17	
59	50	17	
60	50	17	
61	50	17	
62	50	17	
63	50	17	
28	27	18	
29	27	18	
30	27	18	
31	27	18	
39	27	18	
43	27	18	
45	27	18	
47	27	18	
48	27	18	
49	27	18	
55	27	18	
56	27	18	
37	34	18	
39	34	18	
41	34	18	
43	34	18	
45	34	18	
47	34	18	
47	44	18	
48	44	18	
49	44	18	
28	27	19	
29	27	19	
30	27	19	
31	27	19	
35	27	19	
36	27	19	
39	27	19	
43	27	19	
45	27	19	
47	27	19	
48	27	19	
49	27	19	
50	27	19	
55	27	19	
56	27	19	
47	46	19	
48	46	19	
49	46	19	
50	46	19	
51	46	19	
56	46	19	
57	46	19	
61	46	19	
62	46	19	
31	25	23	
31	27	23	
35	27	23	
36	27	23	
39	27	23	
42	27	23	
45	27	23	
47	27	23	
48	27	23	
49	27	23	
50	27	23	
52	27	23	
54	27	23	
55	27	23	
56	27	23	
45	38	23	
47	38	23	
48	38	23	
49	38	23	
56	38	23	
60	38	23	
45	38	25	
47	38	25	
48	38	25	
49	38	25	
56	38	25	
60	38	25	
60	38	27	
64	40	27	
64	41	27	
61	46	27	
62	46	27	
60	51	27	
61	51	27	
62	51	27	
63	51	27	
60	57	27	
61	57	27	
62	57	27	
63	57	27	
60	59	27	
61	59	27	
62	59	27	
63	59	27	
47	41	30	
64	41	30	
35	33	32	
43	33	32	
36	34	33	
37	34	33	
39	34	33	
45	34	33	
47	34	33	
45	41	33	
47	41	33	
64	41	33	
48	38	34	
49	38	34	
56	38	34	
60	38	34	
64	40	34	
43	38	36	
45	38	36	
47	38	36	
48	38	36	
49	38	36	
56	38	36	
60	38	36	
43	40	36	
64	40	36	
47	44	36	
48	44	36	
49	44	36	
43	38	37	
45	38	37	
47	38	37	
48	38	37	
49	38	37	
56	38	37	
60	38	37	
46	44	38	
46	42	40	
47	42	40	
60	58	46	
63	58	46	
55	54	49	
55	54	50	
8	32	2	
22	32	2	
23	32	2	
24	32	2	
25	32	2	
26	32	2	
28	32	2	
29	32	2	
30	32	2	
31	32	2	
4	51	2	
5	51	2	
7	51	2	
11	51	2	
12	51	2	
13	51	2	
14	51	2	
23	51	2	
24	51	2	
28	51	2	
29	51	2	
31	51	2	
35	51	2	
36	51	2	
37	51	2	
38	51	2	
40	51	2	
42	51	2	
48	51	2	
4	53	2	
5	53	2	
6	53	2	
7	53	2	
11	53	2	
12	53	2	
13	53	2	
14	53	2	
20	53	2	
21	53	2	
28	53	2	
35	53	2	
36	53	2	
40	53	2	
42	53	2	
4	27	3	
5	27	3	
6	27	3	
7	27	3	
8	27	3	
9	27	3	
11	27	3	
12	27	3	
13	27	3	
14	27	3	
15	27	3	
20	27	3	
21	27	3	
8	32	3	
9	32	3	
28	32	3	
29	32	3	
4	33	3	
5	33	3	
8	33	3	
9	33	3	
11	33	3	
15	33	3	
16	33	3	
4	34	3	
5	34	3	
6	34	3	
7	34	3	
8	34	3	
9	34	3	
11	34	3	
12	34	3	
13	34	3	
14	34	3	
15	34	3	
16	34	3	
21	34	3	
28	34	3	
29	34	3	
13	36	6	
14	36	6	
20	36	6	
21	36	6	
11	51	6	
12	51	6	
13	51	6	
14	51	6	
23	51	6	
31	51	6	
32	51	6	
33	51	6	
35	51	6	
42	51	6	
48	51	6	
12	17	10	
15	17	10	
12	19	10	
13	19	10	
14	19	10	
15	49	10	
30	49	10	
31	49	10	
43	49	10	
45	49	10	
47	49	10	
48	49	10	
48	50	10	
12	51	10	
13	51	10	
14	51	10	
23	51	10	
24	51	10	
28	51	10	
29	51	10	
31	51	10	
32	51	10	
35	51	10	
36	51	10	
37	51	10	
38	51	10	
40	51	10	
42	51	10	
48	51	10	
12	52	10	
13	52	10	
14	52	10	
20	52	10	
35	52	10	
36	52	10	
38	52	10	
42	52	10	
12	53	10	
13	53	10	
14	53	10	
20	53	10	
28	53	10	
35	53	10	
36	53	10	
40	53	10	
42	53	10	
12	58	10	
13	58	10	
14	58	10	
15	58	10	
20	58	10	
22	58	10	
23	58	10	
24	58	10	
26	58	10	
28	58	10	
29	58	10	
35	58	10	
36	58	10	
37	58	10	
38	58	10	
40	58	10	
42	58	10	
45	58	10	
47	58	10	
48	58	10	
55	58	10	
56	58	10	
13	19	11	
14	19	11	
13	52	11	
14	52	11	
20	52	11	
21	52	11	
35	52	11	
36	52	11	
38	52	11	
42	52	11	
20	27	16	
21	27	16	
35	38	16	
32	41	16	
30	49	17	
31	49	17	
20	27	18	
21	27	18	
22	27	18	
24	27	18	
25	27	18	
26	27	18	
21	34	18	
22	34	18	
23	34	18	
24	34	18	
25	34	18	
26	34	18	
28	34	18	
29	34	18	
30	34	18	
31	34	18	
20	44	18	
21	44	18	
22	44	18	
23	44	18	
24	44	18	
25	44	18	
26	44	18	
28	44	18	
29	44	18	
30	44	18	
31	44	18	
37	44	18	
20	64	18	
21	64	18	
43	64	18	
45	64	18	
47	64	18	
48	64	18	
49	64	18	
55	64	18	
56	64	18	
60	64	18	
61	64	18	
62	64	18	
63	64	18	
22	27	19	
24	27	19	
25	27	19	
26	27	19	
22	46	19	
26	46	19	
30	46	19	
31	46	19	
32	46	19	
33	46	19	
34	46	19	
35	46	19	
39	46	19	
41	46	19	
43	46	19	
45	46	19	
31	37	23	
31	38	23	
33	38	23	
35	38	23	
35	38	25	
39	41	33	
53	64	38	
55	64	38	
61	64	38	
62	64	38	
63	64	38	
55	58	46	
55	64	46	
60	64	46	
63	64	46	
55	57	50	
55	58	50	
55	64	50	
52	58	51	
54	59	52	
55	59	52	
55	64	52	
56	64	54	
61	64	54	
62	64	54	
63	64	54	
22	1	30	
24	1	30	
8	1	43	
24	1	43	
19	2	32	
9	2	51	
19	2	51	
9	2	53	
10	3	32	
23	3	33	
24	3	33	
24	6	36	
16	10	19	
18	10	49	
21	10	49	
21	10	50	
16	10	51	
21	10	51	
16	10	52	
16	10	53	
21	10	58	
17	11	52	
23	16	41	
24	16	41	
28	16	41	
29	16	41	
39	17	49	
39	17	50	
41	17	50	
43	17	50	
45	17	50	
47	17	50	
32	18	64	
33	18	64	
35	18	64	
36	18	64	
23	19	46	
28	23	37	
29	23	37	
28	27	33	
29	27	33	
28	27	37	
29	27	37	
35	27	37	
39	27	40	
28	27	41	
29	27	41	
35	27	41	
36	27	41	
28	27	46	
29	27	46	
30	27	51	
39	27	51	
43	27	51	
45	27	51	
47	27	51	
49	27	51	
29	27	53	
30	27	53	
31	27	53	
39	27	53	
43	27	53	
45	27	53	
47	27	53	
48	27	53	
49	27	53	
29	27	57	
30	27	57	
31	27	57	
39	27	57	
42	27	57	
43	27	57	
29	27	59	
30	27	59	
31	27	59	
39	27	59	
43	27	59	
45	27	59	
49	27	59	
31	30	39	
35	33	41	
39	34	40	
43	38	44	
47	46	53	
48	46	53	
49	46	53	
54	46	58	
52	50	54	
53	50	54	
53	50	57	
53	51	54	
9	2	3	
50	2	3	
54	2	3	
62	2	3	
63	2	3	
64	2	3	
50	2	32	
52	2	32	
54	2	32	
58	2	32	
59	2	32	
62	2	32	
63	2	32	
64	2	32	
52	2	51	
54	2	53	
62	2	53	
63	2	53	
50	6	36	
62	6	36	
64	6	36	
21	10	17	
57	10	17	
57	10	19	
57	10	53	
22	16	17	
23	16	17	
24	16	17	
25	16	17	
26	16	17	
28	16	17	
29	16	17	
30	16	17	
31	16	17	
39	16	38	
39	17	18	
41	17	18	
43	17	18	
45	17	18	
47	17	18	
48	17	18	
39	17	19	
41	17	19	
43	17	19	
45	17	19	
47	17	19	
48	17	19	
51	17	19	
51	17	49	
42	18	34	
35	27	32	
36	27	32	
39	27	32	
42	27	32	
43	27	32	
45	27	32	
47	27	32	
48	27	32	
49	27	32	
50	27	32	
52	27	32	
54	27	32	
55	27	32	
56	27	32	
36	27	33	
39	27	33	
42	27	33	
45	27	33	
47	27	33	
48	27	33	
49	27	33	
50	27	33	
52	27	33	
54	27	33	
55	27	33	
56	27	33	
42	27	34	
48	27	34	
49	27	34	
50	27	34	
52	27	34	
54	27	34	
55	27	34	
56	27	34	
39	27	37	
42	27	37	
43	27	37	
45	27	37	
47	27	37	
48	27	37	
49	27	37	
